phone,price,title,sub_title,km,marque,location,capacite,annee,link_car,modele
793,30 000,Audi A4 B7,2.0 Tfsi 200 PS Xenon Klima Podgrzewane fotele Serwis do końca,114 000 km,Audi,"Ostrów Mazowiecka, ostrowski, Mazowieckie",3 000 cm3,2007,https://www.otomoto.pl/oferta/audi-a4-2-0-tfsi-200-ps-xenon-klima-podgrzewane-fotele-serwis-do-konca-ID6BA2qQ.html#2e9a43be3a,A4
601,39 000,Mercedes-Benz Klasa C W204,Mercedes Benz Klasa C W204,170 879 km,Mercedes-Benz,"Stargard Szczeciński, stargardzki, Zachodniopomorskie",2 143 cm3,2009,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-klasa-c-w204-ID6ByFSr.html#2e9a43be3a,Klasa C
501,41 900,Volvo XC 60 I,D5 205KM AWD Warszawa Pierwszy właściciel Salon Polska VAT23%,205 750 km,Volvo,"Warszawa, Mazowieckie, Praga-Północ",2 400 cm3,2010,https://www.otomoto.pl/oferta/volvo-xc-60-d5-205km-awd-warszawa-pierwszy-wlasciciel-salon-polska-vat23-ID6By6XR.html#2e9a43be3a,XC 60
323,487 999,Mercedes-Benz Klasa S W222,d 3.0 340KM 4Matic Long Lift Pakiet AMG/Exclusive,42 500 km,Mercedes-Benz,"ul. Daimlera 1 - 41-209 Sosnowiec, Śląskie (Polska)",2 925 cm3,2017,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-d-3-0-340km-4matic-long-lift-pakiet-amg-exclusive-ID6znOqQ.html#2e9a43be3a,Klasa S
606,48 500,Peugeot Expert,2.0 130 Km L2 Długi 6 Osób Klima Gwarancja Idealny,122 000 km,Peugeot,"ul. Kochanowskiego 6 - 48 370 Paczków, nyski, Opolskie (Polska)",2 000 cm3,2017,https://www.otomoto.pl/oferta/peugeot-expert-2-0-130-km-l2-dlugi-6-osob-klima-gwarancja-idealny-ID6Bz0UW.html#2e9a43be3a,Expert
323,43 500,Smart Forfour II,0.9 90KM Passion (aut.),20 500 km,Smart,"ul. Daimlera 1 - 41-209 Sosnowiec, Śląskie (Polska)",898 cm3,2017,https://www.otomoto.pl/oferta/smart-forfour-0-9-90km-passion-aut-ID6A6pg4.html#2e9a43be3a,Forfour
502,57 900,Audi A3 8V,Piękna Sztuka__ Bixenon__Ledy__Brązowe Skóry* Wersja Jakich Mało !!,179 000 km,Audi,"SZLACHECKA 38 - 09-410 Płock, Mazowieckie (Polska)",1 600 cm3,2014,https://www.otomoto.pl/oferta/audi-a3-piekna-sztuka-bixenon-ledy-brazowe-skory-wersja-jakich-malo-ID6BzsGd.html#2e9a43be3a,A3
786,14 500,Suzuki Liana,"1.6 benzyna, jak nowa 48 tys km, , salon pl. bezwypadkowa",47 800 km,Suzuki,"Marki, wołomiński, Mazowieckie",1 600 cm3,2004,https://www.otomoto.pl/oferta/suzuki-liana-1-6-benzyna-jak-nowa-48-tys-km-salon-pl-bezwypadkowa-ID6BzsD2.html#2e9a43be3a,Liana
799,10 900,Suzuki Jimny,1.3 Benzyna 80KM Mały Przebieg SUPER STAN IDEAŁ BEZ RDZY !!,165 000 km,Suzuki,"Raków - 26-035 Raków, kielecki, Świętokrzyskie (Polska)",1 300 cm3,1998,https://www.otomoto.pl/oferta/suzuki-jimny-1-3-benzyna-80km-maly-przebieg-super-stan-ideal-bez-rdzy-ID6BA30n.html#2e9a43be3a,Jimny
575,87 900,BMW X3 F25,20i xDrive M Pakiet Salon PL Serwisowany,57 838 km,BMW,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 997 cm3,2012,https://www.otomoto.pl/oferta/bmw-x3-20i-xdrive-m-pakiet-salon-pl-serwisowany-ID6BsvQ0.html#1e86359fc2,X3
126,69 850,Toyota Avensis III,"Premium , Vat 23% ,50.000 km VVTi",50 000 km,Toyota,"wielicka 119 - 30-552 Kraków, Małopolskie (Polska)",1 798 cm3,2015,https://www.otomoto.pl/oferta/toyota-avensis-premium-vat-23-50-000-km-vvti-ID6ByFUc.html#2e9a43be3a,Avensis
605,53 900,Nissan Micra K14,"Nissan Micra 0,9 90KM Visia Plus",1 km,Nissan,"ul. Łódzka 40 - 95-030 Rzgów, łódzki wschodni, Łódzkie (Polska)",900 cm3,2018,https://www.otomoto.pl/oferta/nissan-micra-nissan-micra-0-9-90km-visia-plus-ID6BuML9.html#1e86359fc2,Micra
004,45 000,Mini Countryman,,113 000 km,Mini,"Wrocław, Dolnośląskie, Krzyki",1 600 cm3,2010,https://www.otomoto.pl/oferta/mini-countryman-ID6BuIdP.html#1e86359fc2,Countryman
575,129 900,BMW Seria 5 F10,30d xDrive Modern Line Salon PL Serwisowany Bezwyp VAT-Marża,87 838 km,BMW,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",2 993 cm3,2014,https://www.otomoto.pl/oferta/bmw-seria-5-30d-xdrive-modern-line-salon-pl-serwisowany-bezwyp-vat-marza-ID6BsoAy.html#1e86359fc2,Seria 5
575,144 900,Lexus NX,200t Comfort AWD Salon PL Gwarancja Serwis ASO F VAT23%,53 240 km,Lexus,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 998 cm3,2016,https://www.otomoto.pl/oferta/lexus-nx-200t-comfort-awd-salon-pl-gwarancja-serwis-aso-f-vat23-ID6BwER0.html#1e86359fc2,NX
575,139 900,Lexus NX,200t Comfort AWD Salon PL Serwis ASO F VAT23%,29 350 km,Lexus,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 998 cm3,2015,https://www.otomoto.pl/oferta/lexus-nx-200t-comfort-awd-salon-pl-serwis-aso-f-vat23-ID6ByVi1.html#1e86359fc2,NX
575,145 900,Lexus NX,200t Comfort AWD Salon PL Gwarancja Serwis ASO F VAT23%,65 369 km,Lexus,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 998 cm3,2016,https://www.otomoto.pl/oferta/lexus-nx-200t-comfort-awd-salon-pl-gwarancja-serwis-aso-f-vat23-ID6BwER6.html#1e86359fc2,NX
575,104 900,BMW X5 E70,3.0d xDrive Salon Polska Serwisowany F-VAT23% Gwarancja,91 211 km,BMW,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",2 993 cm3,2011,https://www.otomoto.pl/oferta/bmw-x5-3-0d-xdrive-salon-polska-serwisowany-f-vat23-gwarancja-ID6BrJHe.html#1e86359fc2,X5
717,209 000,BMW M2,"BMW M2 Coupe Stan idealny, Akrapovic, Ceramika CENA do końca grudnia",4 500 km,BMW,"ul. Wrocławska 56 - 55-095 Długołęka, wrocławski, Dolnośląskie (Polska)",2 993 cm3,2016,https://www.otomoto.pl/oferta/bmw-m2-bmw-m2-coupe-stan-idealny-akrapovic-ceramika-cena-do-konca-grudnia-ID6BzsiU.html#1e86359fc2,M2
575,144 900,Lexus NX,200t Comfort AWD Salon PL Gwarancja Serwis ASO F VAT23%,51 994 km,Lexus,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 998 cm3,2016,https://www.otomoto.pl/oferta/lexus-nx-200t-comfort-awd-salon-pl-gwarancja-serwis-aso-f-vat23-ID6ASrfI.html#1e86359fc2,NX
668,146 900,Lexus GS IV,350 AWD F Sport 1wł Bezwypadkowy Serwis ASO Salon Polska VAT23%,153 420 km,Lexus,"Al. Roździeńskiego 208A - 40-315 Katowice, Śląskie (Polska)",3 456 cm3,2013,https://www.otomoto.pl/oferta/lexus-gs-350-awd-f-sport-1wl-bezwypadkowy-serwis-aso-salon-polska-vat23-ID6BvQTd.html#1e86359fc2,GS
502,129 000,Land Rover Discovery Sport,"180KM, 3 Letni, Bezwypadkowy, Automat, Dach Panoroma, Gwarancja 2020r!",95 754 km,Land Rover,"Poznań, Wielkopolskie, Jeżyce",1 999 cm3,2015,https://www.otomoto.pl/oferta/land-rover-discovery-sport-180km-3-letni-bezwypadkowy-automat-dach-panoroma-gwarancja-2020r-ID6BwmpU.html#1e86359fc2,Discovery Sport
575,104 900,Lexus IS III,300h Elegance Salon PL Serwisowany w ASO F VAT23%,81 924 km,Lexus,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",2 494 cm3,2015,https://www.otomoto.pl/oferta/lexus-is-300h-elegance-salon-pl-serwisowany-w-aso-f-vat23-ID6Ba6qr.html#1e86359fc2,IS
224,68 900,Mitsubishi Outlander III,2.0 Benzyna ! 4x4 ! AUTOMAT ! Z polskiego salonu ! Faktura VAT !,99 000 km,Mitsubishi,"Prymasa Tysiąclecia 103 - 01-424 Warszawa, Mazowieckie (Polska)",1 998 cm3,2014,https://www.otomoto.pl/oferta/mitsubishi-outlander-2-0-benzyna-4x4-automat-z-polskiego-salonu-faktura-vat-ID6Bmqyz.html#1e86359fc2,Outlander
512,99 700,Škoda Octavia III,Full led/xenon dsg tdi 150km model 2019 raty bez BIK i zaświadczeń!,10 km,Škoda,"Jelenia Góra, Dolnośląskie, Centrum",1 960 cm3,2018,https://www.otomoto.pl/oferta/skoda-octavia-full-led-xenon-dsg-tdi-150km-model-2019-raty-bez-bik-i-zaswiadczen-ID6BqUW8.html#1e86359fc2,Octavia
604,13 000,Mini Cooper,Super Okazja,157 000 km,Mini,"Mory, warszawski zachodni, Mazowieckie",1 600 cm3,2002,https://www.otomoto.pl/oferta/mini-cooper-super-okazja-ID6BA2Uq.html#444c3da4af,Cooper
426,85 900,Volkswagen Golf VII,"Var. Comf. 1.6TDI 115KM, Climatronic, Led, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",1 598 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-var-comf-1-6tdi-115km-climatronic-led-wyprzedaz-rocznika-w-aso-ID6A4T0m.html#444c3da4af,Golf
663,20 999,Hyundai Tucson I,Perfekcyjny Jak NOwy Executive Raty bez Bik i Krd,198 251 km,Hyundai,"Sąsiedzka - 62-800 Kalisz, Wielkopolskie (Polska)",1 998 cm3,2008,https://www.otomoto.pl/oferta/hyundai-tucson-perfekcyjny-jak-nowy-executive-raty-bez-bik-i-krd-ID6BA2Tu.html#444c3da4af,Tucson
506,24 500,Volkswagen Touareg I,,232 500 km,Volkswagen,"Czechowice-Dziedzice, bielski, Śląskie",3 200 cm3,2004,https://www.otomoto.pl/oferta/volkswagen-touareg-ID6Bz0S2.html#444c3da4af,Touareg
669,23 900,Škoda Octavia II,Jak Nowa Octavia RS 170KM Alufelgi 18 Bezwypadkowa Aso 08r Idealna,212 000 km,Škoda,"Górnicza 1a - 99-100 Łęczyca, łęczycki, Łódzkie (Polska)",2 000 cm3,2008,https://www.otomoto.pl/oferta/skoda-octavia-jak-nowa-octavia-rs-170km-alufelgi-18-bezwypadkowa-aso-08r-idealna-ID6Bv9Tk.html#444c3da4af,Octavia
799,119 000,Audi A6 C7,"3,0 TDI Quattro , Automat, Dealer Audi ,FV 23%,Quattro, Okazja!!!",124 000 km,Audi,"NOWOTORUŃSKA 15 - 85-854 Bydgoszcz, Kujawsko-pomorskie (Polska)",2 967 cm3,2014,https://www.otomoto.pl/oferta/audi-a6-3-0-tdi-quattro-automat-dealer-audi-fv-23-quattro-okazja-ID6zzNkv.html#444c3da4af,A6
799,73 900,Volkswagen Tiguan I,"2,0 TDi , Dealer , FV 23% , Serwisowany , Salon Polska",43 000 km,Volkswagen,"NOWOTORUŃSKA 15 - 85-854 Bydgoszcz, Kujawsko-pomorskie (Polska)",1 968 cm3,2014,https://www.otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-dealer-fv-23-serwisowany-salon-polska-ID6zH6pW.html#444c3da4af,Tiguan
767,49 400,Toyota Corolla Seria,1.4 D-4D Active,92 000 km,Toyota,"Przemysłowa 1e - 59-300 Lubin, lubiński, Dolnośląskie (Polska)",1 364 cm3,2016,https://www.otomoto.pl/oferta/toyota-corolla-1-4-d-4d-active-ID6Btrby.html#444c3da4af,Corolla
515,132 000,Land Rover Range Rover Evoque,"Evoque 2.0 240KM, Dynamiq Full",24 000 km,Land Rover,"Tarnobrzeg, Podkarpackie",2 000 cm3,2016,https://www.otomoto.pl/oferta/land-rover-range-rover-evoque-evoque-2-0-240km-dynamiq-full-ID6BA2Ts.html#444c3da4af,Range Rover Evoque
502,3 999,Opel Tigra II,"Opel Tigra Twin Top,",132 552 km,Opel,"Kielce, Świętokrzyskie",Benzyna,2005,https://www.otomoto.pl/oferta/opel-tigra-opel-tigra-twin-top-ID6Bw9vB.html#444c3da4af,Tigra
799,71 800,Volkswagen Golf Sportsvan,"1,6 Tdi Dealer Vw",30 000 km,Volkswagen,"NOWOTORUŃSKA 15 - 85-854 Bydgoszcz, Kujawsko-pomorskie (Polska)",1 598 cm3,2015,https://www.otomoto.pl/oferta/volkswagen-golf-sportsvan-1-6-tdi-dealer-vw-ID6yYWtN.html#444c3da4af,Golf Sportsvan
542,82 900,Volkswagen T-Roc,T Roc Climatic NIebieski Ravena ParkPilot,1 km,Volkswagen,"TORUŃSKA 169 - 87-800 Włocławek, Kujawsko-pomorskie (Polska)",998 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-t-roc-t-roc-climatic-niebieski-ravena-parkpilot-ID6Bs9pS.html#444c3da4af,T-Roc
609,36 900,BMW Seria 5 E60,BMW E61 525I Bogate wyposażenie,254 000 km,BMW,"Częstochowa, Śląskie, Stare Miasto",2 500 cm3,2006,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-e61-525i-bogate-wyposazenie-ID6BlkbM.html#444c3da4af,Seria 5
506,77 900,Porsche Cayenne I,"GTS Pierwszy Właściciel, Oryginalny Przebieg, Nowy Rozrząd",152 560 km,Porsche,"Wisła, cieszyński, Śląskie",4 800 cm3,2008,https://www.otomoto.pl/oferta/porsche-cayenne-gts-pierwszy-wlasciciel-oryginalny-przebieg-nowy-rozrzad-ID6AN3xI.html#444c3da4af,Cayenne
225,339 900,BMW Seria 6 G32,BMW 630d xDrive GT| B&W Diamond Surround| Monitory LCD|First class|,12 000 km,BMW,"al.Prymasa Tysiąclecia 64 - 01-424 Warszawa, Wola (Polska)",3 000 cm3,2017,https://www.otomoto.pl/oferta/bmw-seria-6-bmw-630d-xdrive-gt-b-w-diamond-surround-monitory-lcd-first-class-ID6ADf8l.html#444c3da4af,Seria 6
605,16 900,Peugeot 308 T7,Sprowadzony z niemiec solar dach klimatronik sw 7 miejsc,139 000 km,Peugeot,"WITASZYCZKI 26 - 63-200 Jarocin, jarociński, Wielkopolskie (Polska)",1 600 cm3,2008,https://www.otomoto.pl/oferta/peugeot-308-sprowadzony-z-niemiec-solar-dach-klimatronik-sw-7-miejsc-ID6AyOCF.html#444c3da4af,308
799,145 000,Porsche Cayenne II,Porsche Cayenne Turbo 2010 Fvat23 Porsche Centrum Warszawa,138 778 km,Porsche,"Połczyńska 107 - 01-303 Warszawa, Bemowo (Polska)",4 806 cm3,2010,https://www.otomoto.pl/oferta/porsche-cayenne-porsche-cayenne-turbo-2010-fvat23-porsche-centrum-warszawa-ID6BuqVp.html#444c3da4af,Cayenne
501,30 900,BMW X3 E83,2.0D 4x4 LIFT Xenon Ledy Navi Skora Pdc Alu 17 ARKOS,189 974 km,BMW,"Malborska 58 - 82-300 Elbląg, Warmińsko-mazurskie (Polska)",2 000 cm3,2008,https://www.otomoto.pl/oferta/bmw-x3-2-0d-4x4-lift-xenon-ledy-navi-skora-pdc-alu-17-arkos-ID6APHIP.html#444c3da4af,X3
601,73 000,Ford S-Max I,"Titanium S 2.2 Tdci 200 KM, Salon Polska, gwarancja do 06/2019",120 000 km,Ford,"Chełstówek, oleśnicki, Dolnośląskie",2 179 cm3,2014,https://www.otomoto.pl/oferta/ford-s-max-titanium-s-2-2-tdci-200-km-salon-polska-gwarancja-do-06-2019-ID6ByeOW.html#444c3da4af,S-Max
575,17 450,Mercedes-Benz Klasa E W211,ŁADNY Mercedes Z Pancernym Silnikiem Rzędowym,370 000 km,Mercedes-Benz,"Wieliczka, wielicki, Małopolskie",3 200 cm3,2004,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-ladny-mercedes-z-pancernym-silnikiem-rzedowym-ID6BwpMy.html#444c3da4af,Klasa E
696,311 160,Porsche Macan,,10 km,Porsche,"Al. Niepodległości 956 - 81-861 Sopot, Górny Sopot (Polska)",1 984 cm3,2018,https://www.otomoto.pl/oferta/porsche-macan-ID6ACnnL.html#277337e975,Macan
513,26 900,BMW Seria 3 E21,"Sprzedam BMW 315, rok 1983, stan bdb.",90 000 km,BMW,"Fromborska 4 - 82-300 Elbląg, Warmińsko-mazurskie (Polska)",1 500 cm3,1982,https://www.otomoto.pl/oferta/bmw-seria-3-sprzedam-bmw-315-rok-1983-stan-bdb-ID6Bu7Ss.html#277337e975,Seria 3
774,59 900,Škoda Octavia III,"1,4 TSI 150 KM Active Lellek Używane Opole",41 847 km,Škoda,"ul.Opolska 2C - 45-960 Opole, Opolskie (Polska)",1 400 cm3,2016,https://www.otomoto.pl/oferta/skoda-octavia-1-4-tsi-150-km-active-lellek-uzywane-opole-ID6AuyoJ.html#277337e975,Octavia
799,130 800,Volkswagen Golf VII,FL Variant 2.0 TDI 150KM DSG Highline R-Line Wyprzedaż Rocznika w ASO,10 km,Volkswagen,"ul. Radzymińska 78 - 03-752 Warszawa, Praga-Północ (Polska)",1 968 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-fl-variant-2-0-tdi-150km-dsg-highline-r-line-wyprzedaz-rocznika-w-aso-ID6BgVd2.html#277337e975,Golf
426,353 900,Volkswagen Touareg III,"R Line 3.0 V6 TDI 4MOTION 286KM Tiptronic, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",2 967 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-touareg-r-line-3-0-v6-tdi-4motion-286km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BuMBh.html#277337e975,Touareg
+48,16 999,Renault Laguna III,"Śliczne Renault Laguna 1,5 dci, 110km . Perfekcyjny stan Auta",174 060 km,Renault,"Słupsk, Pomorskie",1 500 cm3,2008,https://www.otomoto.pl/oferta/renault-laguna-sliczne-renault-laguna-1-5-dci-110km-perfekcyjny-stan-auta-ID6BpvjW.html#277337e975,Laguna
789,198 900,Volvo V90,D5 AWD Geartronic R-Design 235KM,27 042 km,Volvo,"Wadowicka 1  - Rondo Matecznego - 30-347 Kraków, Podgórze (Polska)",1 969 cm3,2017,https://www.otomoto.pl/oferta/volvo-v90-d5-awd-geartronic-r-design-235km-ID6ByFGW.html#444c3da4af,V90
426,327 900,Volkswagen Touareg III,"3.0 V6 TDI 4MOTION 286KM Tiptronic, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",2 967 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-touareg-3-0-v6-tdi-4motion-286km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BuMKP.html#277337e975,Touareg
508,77 900,Kia Sorento III,Webasto GT line went.fot. full opcja Zadbany. Na Gwarancji. Fv23,146 000 km,Kia,"Gołębiewko, gdański, Pomorskie",2 200 cm3,2014,https://www.otomoto.pl/oferta/kia-sorento-webasto-gt-line-went-fot-full-opcja-zadbany-na-gwarancji-fv23-ID6BwHjG.html#277337e975,Sorento
695,59 900,Subaru XV,"4X4, 84tys, ASO, Kamera cofania, biała perła",84 157 km,Subaru,"Rokitnica, gdański, Pomorskie",1 998 cm3,2014,https://www.otomoto.pl/oferta/subaru-xv-4x4-84tys-aso-kamera-cofania-biala-perla-ID6Bz1Ld.html#277337e975,XV
+48,3 700,Peugeot 1007,,155 198 km,Peugeot,"Bąków, cieszyński, Śląskie",1 600 cm3,2005,https://www.otomoto.pl/oferta/peugeot-1007-ID6Bcq2X.html#277337e975,1007
799,69 900,Škoda Octavia III,Ambition 1.4 TSI 150 KM 6 biegów,25 400 km,Škoda,"al. Aleksandra Brucknera 54 - 51-411 Wrocław, Psie Pole (Polska)",1 395 cm3,2017,https://www.otomoto.pl/oferta/skoda-octavia-ambition-1-4-tsi-150-km-6-biegow-ID6Bmams.html#277337e975,Octavia
693,19 900,BMW Seria 3 E90,Xenon/Klimatyzacja/148Tys Km!!!,148 000 km,BMW,"Września, wrzesiński, Wielkopolskie",2 000 cm3,2006,https://www.otomoto.pl/oferta/bmw-seria-3-xenon-klimatyzacja-148tys-km-ID6BsIoh.html#277337e975,Seria 3
+48,12 000,Suzuki SX4 I,4x4 4wd automat,81 000 km,Suzuki,"oś. Biała Wyżna - 33-330 Grybów, nowosądecki, Małopolskie (Polska)",1 586 cm3,2009,https://www.otomoto.pl/oferta/suzuki-sx4-4x4-4wd-automat-ID6BumWx.html#277337e975,SX4
501,285 000,Mercedes-Benz GLE,4MATIC BRABUS 318KM 5LAT GW 9500km SALON PL 1 Właściciel 2017 FV 23%,9 500 km,Mercedes-Benz,"Łódź, Łódzkie, Bałuty",2 987 cm3,2017,https://www.otomoto.pl/oferta/mercedes-benz-gle-4matic-brabus-318km-5lat-gw-9500km-salon-pl-1-wlasciciel-2017-fv-23-ID6BtsGI.html#277337e975,GLE
502,89 900,Mercedes-Benz GLK GLK,"BOGATE WYPOSAŻENIE 220CDI,4Matic,1 Właś,Bezwyp,Sal.PL,Automat,Bixenon",136 300 km,Mercedes-Benz,"Warszawa, Mazowieckie, Żoliborz",2 143 cm3,2013,https://www.otomoto.pl/oferta/mercedes-benz-glk-bogate-wyposazenie-220cdi-4matic-1-wlas-bezwyp-sal-pl-automat-bixenon-ID6BbteP.html#277337e975,GLK
+48,67 000,Volvo V60,Volvo v 60 2016,30 000 km,Volvo,"Tarczyn, piaseczyński, Mazowieckie",2 000 cm3,2016,https://www.otomoto.pl/oferta/volvo-v60-volvo-v-60-2016-ID6Bus3R.html#277337e975,V60
510,4 999,Volkswagen Golf IV,1998 1.4 5 drzwi Klima bezwypadkowy z Niemiec!!,207 000 km,Volkswagen,"Czarnków - 64-700 Czarnków, czarnkowsko-trzcianecki, Wielkopolskie (Polska)",1 390 cm3,1998,https://www.otomoto.pl/oferta/volkswagen-golf-1998-1-4-5-drzwi-klima-bezwypadkowy-z-niemiec-ID6Bv9T8.html#277337e975,Golf
609,19 999,Jeep Grand Cherokee II,"Jeep Grand Cherokee WJ, doposażony, bez wkładu",280 000 km,Jeep,"Łężany, krośnieński, Podkarpackie",4 000 cm3,1999,https://www.otomoto.pl/oferta/jeep-grand-cherokee-jeep-grand-cherokee-wj-doposazony-bez-wkladu-ID6B8MlT.html#277337e975,Grand Cherokee
693,21 900,Opel Zafira B,Bi Xenon/Klimatronik/Cosmo,148 000 km,Opel,"Września, wrzesiński, Wielkopolskie",1 800 cm3,2008,https://www.otomoto.pl/oferta/opel-zafira-bi-xenon-klimatronik-cosmo-ID6BsIfY.html#277337e975,Zafira
607,21 900,BMW Seria 3 E90,Xenon! Szyberdach! Klimatronik! Oryginalny Lakier!,182 000 km,BMW,"Będzin, będziński, Śląskie, Śródmieście",1 995 cm3,2006,https://www.otomoto.pl/oferta/bmw-seria-3-xenon-szyberdach-klimatronik-oryginalny-lakier-ID6BzFuP.html#277337e975,Seria 3
225,329 900,BMW Seria 6 G32,BMW 630d xDrive GT (G32) |Dostęp komf.|Szklany dach| Komf. fotele|20'',4 919 km,BMW,"al.Prymasa Tysiąclecia 64 - 01-424 Warszawa, Wola (Polska)",3 000 cm3,2017,https://www.otomoto.pl/oferta/bmw-seria-6-bmw-630d-xdrive-gt-g32-dostep-komf-szklany-dach-komf-fotele-20-ID6ByFwv.html#277337e975,Seria 6
426,55 500,Volkswagen Polo VI,"Trend. 80KM, Kier. multi, Alarm, Koło zapas, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",999 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-polo-trend-80km-kier-multi-alarm-kolo-zapas-wyprzedaz-rocznika-w-aso-ID6A6Hm0.html#277337e975,Polo
512,205 000,Mercedes-Benz GL X166,"450, ZAMIANA, Biturbo, 2015 r. F a VAT 23 %",73 000 km,Mercedes-Benz,"Warszawa, Mazowieckie, Białołęka",3 000 cm3,2015,https://www.otomoto.pl/oferta/mercedes-benz-gl-450-zamiana-biturbo-2015-r-f-a-vat-23-ID6yRH4P.html#21eef86138,GL
510,4 999,Volkswagen Polo IV,Volkswagen Polo okular 1.2 benzyna na łańcuszku 2003 rok długie opłaty,219 000 km,Volkswagen,"Parysów, garwoliński, Mazowieckie",1 200 cm3,2003,https://www.otomoto.pl/oferta/volkswagen-polo-volkswagen-polo-okular-1-2-benzyna-na-lancuszku-2003-rok-dlugie-oplaty-ID6BzrPA.html#21eef86138,Polo
606,21 900,Ford Focus Mk2,"FORD FOCUS, LPG, Klimatyzacja,",146 000 km,Ford,"Będzin, będziński, Śląskie, Łagisza",1 995 cm3,2009,https://www.otomoto.pl/oferta/ford-focus-ford-focus-lpg-klimatyzacja-ID6BqMCt.html#21eef86138,Focus
